15.4 10.2888 8.88886 11.8943
15.5 10.1147 8.73223 11.7014
15.6 9.94361 8.57836 11.5117
15.7 9.77538 8.4272 11.325
15.8 9.61001 8.2787 11.1414
15.9 9.44743 8.13283 10.9608
16 9.2876 7.98952 10.7831
16.1 9.13047 7.84873 10.6082
16.2 8.97601 7.71043 10.4362
16.3 8.82416 7.57457 10.267
16.4 8.67487 7.4411 10.1005
16.5 8.52811 7.30998 9.93677
16.6 8.38384 7.18117 9.77566
16.7 8.242 7.05463 9.61716
16.8 8.10257 6.93032 9.46122
16.9 7.96549 6.8082 9.30782
17 7.83073 6.68823 9.15691
17.1 7.69825 6.57038 9.00844
17.2 7.56802 6.4546 8.86238
17.3 7.43998 6.34087 8.71868
17.4 7.31412 6.22913 8.57732
17.5 7.19038 6.11937 8.43825
17.6 7.06874 6.01154 8.30143
17.7 6.94915 5.90561 8.16683
17.8 6.83159 5.80155 8.03442
17.9 6.71601 5.69932 7.90415
18 6.60239 5.59889 7.77599
18.1 6.49069 5.50024 7.64991
18.2 6.38089 5.40332 7.52588
18.3 6.27294 5.3081 7.40385
18.4 6.16681 5.21457 7.28381
18.5 6.06249 5.12268 7.16571
18.6 5.95992 5.03242 7.04953
18.7 5.85909 4.94374 6.93523
18.8 5.75997 4.85663 6.82278
18.9 5.66253 4.77105 6.71216
19 5.56673 4.68698 6.60333
19.1 5.47255 4.60439 6.49626
19.2 5.37997 4.52326 6.39093
19.3 5.28896 4.44355 6.28731
19.4 5.19948 4.36525 6.18537
19.5 5.11152 4.28833 6.08508
19.6 5.02504 4.21277 5.98642
19.7 4.94003 4.13853 5.88935
19.8 4.85645 4.06561 5.79386
19.9 4.77429 3.99397 5.69992
20 4.69352 3.92359 5.60751
