0 0.0104068
0.0195312 0.010846
0.0390625 0.0113302
0.0585938 0.0118601
0.078125 0.0124338
0.0976562 0.0130472
0.117188 0.013694
0.136719 0.0143652
0.15625 0.01505
0.175781 0.0157354
0.195312 0.0164065
0.214844 0.0170469
0.234375 0.0176388
0.253906 0.0181638
0.273438 0.018603
0.292969 0.0189376
0.3125 0.0191496
0.332031 0.0192225
0.351562 0.0191417
0.371094 0.0188954
0.390625 0.018475
0.410156 0.0178759
0.429688 0.0170981
0.449219 0.0161464
0.46875 0.0150305
0.488281 0.0137659
0.507812 0.0123729
0.527344 0.0108771
0.546875 0.00930858
0.566406 0.0077014
0.585938 0.00609271
0.605469 0.00452181
0.625 0.00302898
0.644531 0.00165426
0.664062 0.000436113
0.683594 -0.000589873
0.703125 -0.0013923
0.722656 -0.00194514
0.742188 -0.00222885
0.761719 -0.00223119
0.78125 -0.00194794
0.800781 -0.00138324
0.820312 -0.000549722
0.839844 0.000531677
0.859375 0.00183224
0.878906 0.00331623
0.898438 0.00494198
0.917969 0.00666314
0.9375 0.00843022
0.957031 0.0101922
0.976562 0.011898
0.996094 0.0134988
1.01562 0.014949
1.03516 0.0162083
1.05469 0.0172427
1.07422 0.0180262
1.09375 0.018541
1.11328 0.018779
1.13281 0.0187412
1.15234 0.0184384
1.17188 0.0178903
1.19141 0.0171253
1.21094 0.0161791
1.23047 0.0150938
1.25 0.0139163
1.26953 0.0126969
1.28906 0.0114872
1.30859 0.0103389
1.32812 0.00930166
1.34766 0.0084216
1.36719 0.0077398
1.38672 0.00729084
1.40625 0.00710173
1.42578 0.00719096
1.44531 0.00756789
1.46484 0.00823242
1.48438 0.00917495
1.50391 0.0103766
1.52344 0.0118098
1.54297 0.013439
1.5625 0.0152219
1.58203 0.0171105
1.60156 0.0190525
1.62109 0.0209931
1.64062 0.0228764
1.66016 0.024647
1.67969 0.026252
1.69922 0.0276422
1.71875 0.0287738
1.73828 0.02961
1.75781 0.0301214
1.77734 0.030288
1.79688 0.0300992
1.81641 0.0295545
1.83594 0.0286638
1.85547 0.027447
1.875 0.0259341
1.89453 0.0241642
1.91406 0.0221847
1.93359 0.0200501
1.95312 0.0178208
1.97266 0.0155613
1.99219 0.0133387
2.01172 0.0112211
2.03125 0.00927525
2.05078 0.00756522
2.07031 0.00615042
2.08984 0.005084
2.10938 0.00441132
2.12891 0.00416866
2.14844 0.00438214
2.16797 0.00506689
2.1875 0.0062266
2.20703 0.00785326
2.22656 0.0099273
2.24609 0.012418
2.26562 0.0152843
2.28516 0.0184757
2.30469 0.0219335
2.32422 0.0255925
2.34375 0.0293824
2.36328 0.0332299
2.38281 0.03706
2.40234 0.0407986
2.42188 0.0443737
2.44141 0.0477176
2.46094 0.0507683
2.48047 0.0534713
2.5 0.0557803
2.51953 0.0576589
2.53906 0.0590808
2.55859 0.0600309
2.57812 0.0605048
2.59766 0.0605096
2.61719 0.0600629
2.63672 0.0591926
2.65625 0.057936
2.67578 0.0563388
2.69531 0.0544541
2.71484 0.0523409
2.73438 0.0500628
2.75391 0.0476863
2.77344 0.0452798
2.79297 0.0429115
2.8125 0.0406482
2.83203 0.038554
2.85156 0.0366888
2.87109 0.0351072
2.89062 0.0338573
2.91016 0.03298
2.92969 0.0325084
2.94922 0.032467
2.96875 0.0328715
2.98828 0.0337288
3.00781 0.0350368
3.02734 0.0367851
3.04688 0.038955
3.06641 0.0415205
3.08594 0.0444489
3.10547 0.0477017
3.125 0.0512355
3.14453 0.0550034
3.16406 0.0589558
3.18359 0.0630418
3.20312 0.0672101
3.22266 0.0714103
3.24219 0.0755941
3.26172 0.0797158
3.28125 0.0837335
3.30078 0.0876098
3.32031 0.0913126
3.33984 0.0948151
3.35938 0.0980965
3.37891 0.101142
3.39844 0.103943
3.41797 0.106497
3.4375 0.108808
3.45703 0.110885
3.47656 0.11274
3.49609 0.114395
3.51562 0.115871
3.53516 0.117196
3.55469 0.118399
3.57422 0.119514
3.59375 0.120576
3.61328 0.12162
3.63281 0.122685
3.65234 0.123807
3.67188 0.125026
3.69141 0.126379
3.71094 0.127903
3.73047 0.129634
3.75 0.131605
3.76953 0.13385
3.78906 0.1364
3.80859 0.139281
3.82812 0.14252
3.84766 0.146139
3.86719 0.150157
3.88672 0.154592
3.90625 0.159456
3.92578 0.164759
3.94531 0.170507
3.96484 0.176705
3.98438 0.183352
4.00391 0.190447
4.02344 0.197984
4.04297 0.205958
4.0625 0.21436
4.08203 0.223181
4.10156 0.232413
4.12109 0.242046
4.14062 0.252073
4.16016 0.262486
4.17969 0.273283
4.19922 0.284462
4.21875 0.296024
4.23828 0.307976
4.25781 0.320325
4.27734 0.333086
4.29688 0.346274
4.31641 0.359908
4.33594 0.374012
4.35547 0.388608
4.375 0.403721
4.39453 0.419377
4.41406 0.435597
4.43359 0.452401
4.45312 0.469805
4.47266 0.487817
4.49219 0.506439
4.51172 0.525662
4.53125 0.545468
4.55078 0.565826
4.57031 0.586694
4.58984 0.608014
4.60938 0.629716
4.62891 0.651715
4.64844 0.673914
4.66797 0.696199
4.6875 0.718449
4.70703 0.740528
4.72656 0.762294
4.74609 0.783594
4.76562 0.804275
4.78516 0.824177
4.80469 0.843142
4.82422 0.861015
4.84375 0.877644
4.86328 0.892886
4.88281 0.906607
4.90234 0.918686
4.92188 0.929012
4.94141 0.937495
4.96094 0.944058
4.98047 0.948641
5 0.951205
5.01953 0.951728
5.03906 0.950204
5.05859 0.946649
5.07812 0.941093
5.09766 0.933584
5.11719 0.924185
5.13672 0.912973
5.15625 0.900035
5.17578 0.885473
5.19531 0.869396
5.21484 0.85192
5.23438 0.83317
5.25391 0.813275
5.27344 0.792367
5.29297 0.77058
5.3125 0.748051
5.33203 0.724916
5.35156 0.701309
5.37109 0.677365
5.39062 0.653213
5.41016 0.62898
5.42969 0.60479
5.44922 0.580761
5.46875 0.557003
5.48828 0.533624
5.50781 0.510722
5.52734 0.488388
5.54688 0.466704
5.56641 0.445746
5.58594 0.425577
5.60547 0.406252
5.625 0.387816
5.64453 0.370301
5.66406 0.353732
5.68359 0.33812
5.70312 0.323467
5.72266 0.309763
5.74219 0.296989
5.76172 0.285117
5.78125 0.274109
5.80078 0.263921
5.82031 0.254501
5.83984 0.245792
5.85938 0.237732
5.87891 0.230258
5.89844 0.223306
5.91797 0.21681
5.9375 0.210707
5.95703 0.204937
5.97656 0.199444
5.99609 0.194176
6.01562 0.189088
6.03516 0.184143
6.05469 0.179309
6.07422 0.174563
6.09375 0.169887
6.11328 0.165274
6.13281 0.16072
6.15234 0.156229
6.17188 0.151811
6.19141 0.147478
6.21094 0.143248
6.23047 0.13914
6.25 0.135173
6.26953 0.131367
6.28906 0.127741
6.30859 0.124311
6.32812 0.121091
6.34766 0.11809
6.36719 0.115312
6.38672 0.112758
6.40625 0.110421
6.42578 0.108293
6.44531 0.106358
6.46484 0.104595
6.48438 0.10298
6.50391 0.101485
6.52344 0.100081
6.54297 0.0987346
6.5625 0.097413
6.58203 0.0960831
6.60156 0.0947131
6.62109 0.0932731
6.64062 0.0917363
6.66016 0.0900795
6.67969 0.0882842
6.69922 0.0863369
6.71875 0.0842296
6.73828 0.0819599
6.75781 0.0795317
6.77734 0.0769542
6.79688 0.0742425
6.81641 0.0714166
6.83594 0.068501
6.85547 0.0655244
6.875 0.0625183
6.89453 0.0595163
6.91406 0.0565535
6.93359 0.0536649
6.95312 0.0508851
6.97266 0.0482466
6.99219 0.0457796
7.01172 0.0435109
7.03125 0.0414629
7.05078 0.0396536
7.07031 0.0380958
7.08984 0.0367968
7.10938 0.0357586
7.12891 0.0349774
7.14844 0.0344445
7.16797 0.0341462
7.1875 0.0340641
7.20703 0.0341763
7.22656 0.0344575
7.24609 0.0348801
7.26562 0.0354146
7.28516 0.0360308
7.30469 0.0366985
7.32422 0.037388
7.34375 0.038071
7.36328 0.038721
7.38281 0.0393144
7.40234 0.03983
7.42188 0.0402502
7.44141 0.0405608
7.46094 0.0407512
7.48047 0.0408142
7.5 0.0407466
7.51953 0.0405482
7.53906 0.0402223
7.55859 0.0397749
7.57812 0.0392151
7.59766 0.0385539
7.61719 0.0378045
7.63672 0.0369819
7.65625 0.0361021
7.67578 0.0351824
7.69531 0.0342405
7.71484 0.0332946
7.73438 0.0323626
7.75391 0.0314623
7.77344 0.0306108
7.79297 0.0298242
7.8125 0.0291174
7.83203 0.0285037
7.85156 0.0279946
7.87109 0.0275992
7.89062 0.0273244
7.91016 0.0271744
7.92969 0.0271503
7.94922 0.0272501
7.96875 0.0274687
7.98828 0.0277973
8.00781 0.028224
8.02734 0.0287336
8.04688 0.0293076
8.06641 0.0299247
8.08594 0.0305613
8.10547 0.0311917
8.125 0.0317887
8.14453 0.0323245
8.16406 0.0327712
8.18359 0.0331018
8.20312 0.033291
8.22266 0.033316
8.24219 0.0331573
8.26172 0.0327997
8.28125 0.0322328
8.30078 0.0314517
8.32031 0.0304575
8.33984 0.0292578
8.35938 0.0278662
8.37891 0.0263031
8.39844 0.0245949
8.41797 0.0227736
8.4375 0.0208763
8.45703 0.018944
8.47656 0.017021
8.49609 0.0151536
8.51562 0.0133883
8.53516 0.0117714
8.55469 0.0103467
8.57422 0.00915454
8.59375 0.00823054
8.61328 0.00760419
8.63281 0.00729786
8.65234 0.00732594
8.67188 0.00769414
8.69141 0.0083991
8.71094 0.00942821
8.73047 0.0107598
8.75 0.0123635
8.76953 0.0142009
8.78906 0.0162267
8.80859 0.0183894
8.82812 0.0206332
8.84766 0.0228993
8.86719 0.0251275
8.88672 0.0272577
8.90625 0.0292321
8.92578 0.0309963
8.94531 0.0325012
8.96484 0.0337042
8.98438 0.0345706
9.00391 0.0350741
9.02344 0.0351982
9.04297 0.0349359
9.0625 0.0342903
9.08203 0.0332742
9.10156 0.0319096
9.12109 0.0302271
9.14062 0.0282648
9.16016 0.026067
9.17969 0.0236829
9.19922 0.0211652
9.21875 0.0185683
9.23828 0.0159469
9.25781 0.0133543
9.27734 0.0108411
9.29688 0.00845373
9.31641 0.00623346
9.33594 0.0042152
9.35547 0.00242701
9.375 0.000889555
9.39453 -0.00038407
9.41406 -0.00138831
9.43359 -0.00212482
9.45312 -0.002602
9.47266 -0.00283424
9.49219 -0.00284107
9.51172 -0.00264619
9.53125 -0.00227639
9.55078 -0.00176047
9.57031 -0.00112817
9.58984 -0.000409101
9.60938 0.000368196
9.62891 0.00117709
9.64844 0.00199356
9.66797 0.00279678
9.6875 0.00356951
9.70703 0.00429829
9.72656 0.00497361
9.74609 0.00558974
9.76562 0.0061446
9.78516 0.00663944
9.80469 0.00707842
9.82422 0.00746816
9.84375 0.00781723
9.86328 0.00813562
9.88281 0.0084342
9.90234 0.00872422
9.92188 0.00901678
9.94141 0.00932243
9.96094 0.00965075
9.98047 0.01001
