# N estimate estimated_error actual_error 1/sqrt(N)
10 2.8 0.539609 0.647198 3.6 0.4 0.458407 0.316228
100 3.22667 0.15784 0.085074 3.1 0.02 0.0415927 0.1
1000 3.16533 0.0513908 0.0248024 3.146 0.006 0.00440735 0.0316228
10000 3.14467 0.0164003 0.00466912 3.1428 0.004 0.00120735 0.01
100000 3.1398 0.00519693 0.00590422 3.14118 0.00026 0.000412654 0.00316228
